complaint,category,cleaned_complaint,no_stopwords,stemmed_complaint,numbered_category
beneran definisi tolol demi horeg fasilitas umum dikorbanin wkwkwk,fasilitas umum,beneran definisi tolol demi horeg fasilitas umum dikorbanin wkwkwk,"['beneran', 'definisi', 'tolol', 'horeg', 'fasilitas', 'dikorbanin', 'wkwkwk']",beneran definisi tolol horeg fasilitas dikorbanin wkwkwk,1
ya karena hukumnya gak jalan gw bukan orang hukum tapi mestinya udah jelas gini pelakunya bisa kena pasal merusak fasilitas umum,fasilitas umum,ya karena hukumnya gak jalan gw bukan orang hukum tapi mestinya udah jelas gini pelakunya bisa kena pasal merusak fasilitas umum,"['ya', 'hukumnya', 'gak', 'jalan', 'gw', 'orang', 'hukum', 'mestinya', 'udah', 'gini', 'pelakunya', 'kena', 'pasal', 'merusak', 'fasilitas']",ya hukum gak jalan gw orang hukum mesti udah gin laku kena pasal rusak fasilitas,1
ini lah kenapa aku ga mau pulang kampung kalau ada acara karnavalan di kampung brisik sm ngerusak fasilitas umum,fasilitas umum,ini lah kenapa aku ga mau pulang kampung kalau ada acara karnavalan di kampung brisik sm ngerusak fasilitas umum,"['ga', 'pulang', 'kampung', 'acara', 'karnavalan', 'kampung', 'brisik', 'sm', 'ngerusak', 'fasilitas']",ga pulang kampung acara karnaval kampung brisik sm ngerusak fasilitas,1
bisa ga sih pemerintah buat larangan tentang sound horeg ini dari tahun ke tahun udah banyak fasilitas umum sama rumah warga yg dirusak demi hiburan rendahan,fasilitas umum,bisa ga sih pemerintah buat larangan tentang sound horeg ini dari tahun ke tahun udah banyak fasilitas umum sama rumah warga yg dirusak demi hiburan rendahan,"['ga', 'sih', 'pemerintah', 'larangan', 'sound', 'horeg', 'udah', 'fasilitas', 'rumah', 'warga', 'yg', 'dirusak', 'hiburan', 'rendahan']",ga sih perintah larang sound horeg udah fasilitas rumah warga yg rusak hibur rendah,1
hobi orang dungu kalo ga ngerusak fasilitas umum rumah warga,fasilitas umum,hobi orang dungu kalo ga ngerusak fasilitas umum rumah warga,"['hobi', 'orang', 'dungu', 'kalo', 'ga', 'ngerusak', 'fasilitas', 'rumah', 'warga']",hobi orang dungu kalo ga ngerusak fasilitas rumah warga,1
seharusnya yang seperti ini dipidana karena sudah merusak fasilitas umum jangan hanya dibiarkan jika dibiarkan maka org yg semacam ini akan terus menerus merusak fasilitas umum sudah dibangun eh dirusak nanti kalau ga dibangun nyalahin pemerintahhadeh,fasilitas umum,seharusnya yang seperti ini dipidana karena sudah merusak fasilitas umum jangan hanya dibiarkan jika dibiarkan maka org yg semacam ini akan terus menerus merusak fasilitas umum sudah dibangun eh dirusak nanti kalau ga dibangun nyalahin pemerintahhadeh,"['dipidana', 'merusak', 'fasilitas', 'dibiarkan', 'dibiarkan', 'org', 'yg', 'menerus', 'merusak', 'fasilitas', 'dibangun', 'eh', 'dirusak', 'ga', 'dibangun', 'nyalahin', 'pemerintahhadeh']",pidana rusak fasilitas biar biar org yg terus rusak fasilitas bangun eh rusak ga bangun nyalahin pemerintahhadeh,1
apakah sudah ada tindakan hukum bagi yg merusak fasilitas umum dan rumahwarung orang,fasilitas umum,apakah sudah ada tindakan hukum bagi yg merusak fasilitas umum dan rumahwarung orang,"['tindakan', 'hukum', 'yg', 'merusak', 'fasilitas', 'rumahwarung', 'orang']",tindak hukum yg rusak fasilitas rumahwarung orang,1
hobi orang tolol suka ngerusak fasilitas umum cuma buat hal yang gak ada manfaat nya sama sekali,fasilitas umum,hobi orang tolol suka ngerusak fasilitas umum cuma buat hal yang gak ada manfaat nya sama sekali,"['hobi', 'orang', 'tolol', 'suka', 'ngerusak', 'fasilitas', 'gak', 'manfaat', 'nya']",hobi orang tolol suka ngerusak fasilitas gak manfaat nya,1
yang bikin heran kok yang beginian gak dibubarin sih bahkan kok gak kena pidana padahal dah sering ngerusak rumah fasilitas umum juga,fasilitas umum,yang bikin heran kok yang beginian gak dibubarin sih bahkan kok gak kena pidana padahal dah sering ngerusak rumah fasilitas umum juga,"['bikin', 'heran', 'gak', 'dibubarin', 'sih', 'gak', 'kena', 'pidana', 'dah', 'ngerusak', 'rumah', 'fasilitas']",bikin heran gak dibubarin sih gak kena pidana dah ngerusak rumah fasilitas,1
yang kaya gini harusnya ditangkap g sih kan ngerusak fasilitas umum,fasilitas umum,yang kaya gini harusnya ditangkap g sih kan ngerusak fasilitas umum,"['kaya', 'gini', 'ditangkap', 'g', 'sih', 'ngerusak', 'fasilitas']",kaya gin tangkap g sih ngerusak fasilitas,1
hobi banget ngerusak fasilitas umum setiap lewat heran banget,fasilitas umum,hobi banget ngerusak fasilitas umum setiap lewat heran banget,"['hobi', 'banget', 'ngerusak', 'fasilitas', 'heran', 'banget']",hobi banget ngerusak fasilitas heran banget,1
lapor pak kok kegiatan yang jelasjelas meresahkan masyarakat perusakan terhadap fasilitas umum mengganggu masyarakat tidak pernah ditindak ya pak,fasilitas umum,lapor pak kok kegiatan yang jelasjelas meresahkan masyarakat perusakan terhadap fasilitas umum mengganggu masyarakat tidak pernah ditindak ya pak,"['lapor', 'kegiatan', 'jelasjelas', 'meresahkan', 'masyarakat', 'perusakan', 'fasilitas', 'mengganggu', 'masyarakat', 'ditindak', 'ya']",lapor giat jelasjelas resah masyarakat rusa fasilitas ganggu masyarakat tindak ya,1
kok bisa polda gak peka bergerak selesaiin kasus ini warga udah banyak yg ngeluh lagian ini juga ngerusak fasilitas umum,fasilitas umum,kok bisa polda gak peka bergerak selesaiin kasus ini warga udah banyak yg ngeluh lagian ini juga ngerusak fasilitas umum,"['polda', 'gak', 'peka', 'bergerak', 'selesaiin', 'warga', 'udah', 'yg', 'ngeluh', 'ngerusak', 'fasilitas']",polda gak peka gerak selesaiin warga udah yg ngeluh ngerusak fasilitas,1
benar harus banget ini kritik keras pemerintah mereka sudah keterlaluan berpuluh tahun masih aja gagal perbaiki fasilitas umum yang layak buat publik malah sibuk urus kantong sendiri padahal dipilih rakyat sebagai wakil aspirasi rakyat,fasilitas umum,benar harus banget ini kritik keras pemerintah mereka sudah keterlaluan berpuluh tahun masih aja gagal perbaiki fasilitas umum yang layak buat publik malah sibuk urus kantong sendiri padahal dipilih rakyat sebagai wakil aspirasi rakyat,"['banget', 'kritik', 'keras', 'pemerintah', 'berpuluh', 'aja', 'gagal', 'perbaiki', 'fasilitas', 'layak', 'publik', 'sibuk', 'urus', 'kantong', 'dipilih', 'rakyat', 'wakil', 'aspirasi', 'rakyat']",banget kritik keras perintah puluh aja gagal baik fasilitas layak publik sibuk urus kantong pilih rakyat wakil aspirasi rakyat,1
wah gimana nih intansi terkait ini udah termasuk ngerusak fasilitas umum,fasilitas umum,wah gimana nih intansi terkait ini udah termasuk ngerusak fasilitas umum,"['gimana', 'nih', 'intansi', 'terkait', 'udah', 'ngerusak', 'fasilitas']",gimana nih intansi kait udah ngerusak fasilitas,1
ini apasih kenapa buat hiburan begitu yang senengnya cuma beberapa jam harus ngerusak fasilitas umum,fasilitas umum,ini apasih kenapa buat hiburan begitu yang senengnya cuma beberapa jam harus ngerusak fasilitas umum,"['apasih', 'hiburan', 'senengnya', 'jam', 'ngerusak', 'fasilitas']",apasih hibur neng jam ngerusak fasilitas,1
merusak fasum fasilitas umum ada pidananya ya kan pak knp blm ada tindakan,fasilitas umum,merusak fasum fasilitas umum ada pidananya ya kan pak knp blm ada tindakan,"['merusak', 'fasum', 'fasilitas', 'pidananya', 'ya', 'knp', 'blm', 'tindakan']",rusak fasum fasilitas pidana ya knp blm tindak,1
calon yang punya misi kesetaraan calon pemimpin harus peka dan peduli kepada temanteman disabilitas menurut saya sejauh ini fasilitas publik masih sangat kurang memadai kalaupun ada terkesan diabaikan transportasi umum sampai ruang publik masih sulit diakses dgn mudah,fasilitas umum,calon yang punya misi kesetaraan calon pemimpin harus peka dan peduli kepada temanteman disabilitas menurut saya sejauh ini fasilitas publik masih sangat kurang memadai kalaupun ada terkesan diabaikan transportasi umum sampai ruang publik masih sulit diakses dgn mudah,"['calon', 'misi', 'kesetaraan', 'calon', 'pemimpin', 'peka', 'peduli', 'temanteman', 'disabilitas', 'fasilitas', 'publik', 'memadai', 'terkesan', 'diabaikan', 'transportasi', 'ruang', 'publik', 'sulit', 'diakses', 'dgn', 'mudah']",calon misi tara calon pimpin peka peduli temanteman disabilitas fasilitas publik pada kes abai transportasi ruang publik sulit akses dgn mudah,1
tolong pak bukankah ini sudah termasuk kriminal karena merusak fasilitas umum kok masih dibiarkan kebiasaan bodoh pake sound begini,fasilitas umum,tolong pak bukankah ini sudah termasuk kriminal karena merusak fasilitas umum kok masih dibiarkan kebiasaan bodoh pake sound begini,"['tolong', 'kriminal', 'merusak', 'fasilitas', 'dibiarkan', 'kebiasaan', 'bodoh', 'pake', 'sound']",tolong kriminal rusak fasilitas biar biasa bodoh pake sound,1
wahhh laporin ke pemda setempat nih jatuhnya udah vandalisme merusak fasilitas umum lagian yang beginian kok malah dijadiin tradisikebudayaan daerah,fasilitas umum,wahhh laporin ke pemda setempat nih jatuhnya udah vandalisme merusak fasilitas umum lagian yang beginian kok malah dijadiin tradisikebudayaan daerah,"['wahhh', 'laporin', 'pemda', 'nih', 'jatuhnya', 'udah', 'vandalisme', 'merusak', 'fasilitas', 'dijadiin', 'tradisikebudayaan', 'daerah']",wahhh laporin pemda nih jatuh udah vandalisme rusak fasilitas dijadiin tradisikebudayaan daerah,1
kronologi mi melancarkan aksinya dengan menggunakan bungkus rokok setelah mengganjal pintu lift dengan kawat alat yang digunakan pelaku menggunakan kawat dan bungkus rokok untuk merusak fasilitas umum tersebut,fasilitas umum,kronologi mi melancarkan aksinya dengan menggunakan bungkus rokok setelah mengganjal pintu lift dengan kawat alat yang digunakan pelaku menggunakan kawat dan bungkus rokok untuk merusak fasilitas umum tersebut,"['kronologi', 'mi', 'melancarkan', 'aksinya', 'bungkus', 'rokok', 'mengganjal', 'pintu', 'lift', 'kawat', 'alat', 'pelaku', 'kawat', 'bungkus', 'rokok', 'merusak', 'fasilitas']",kronologi mi lancar aksi bungkus rokok ganjal pintu lift kawat alat laku kawat bungkus rokok rusak fasilitas,1
saya kalau jabat kapolri macam pak dan lihat video orang rusak fasilitas umum gini langsung telpon kapolda dan kapolres pemilik jerat pidana dan sound horeg sita bakar musnahkan,fasilitas umum,saya kalau jabat kapolri macam pak dan lihat video orang rusak fasilitas umum gini langsung telpon kapolda dan kapolres pemilik jerat pidana dan sound horeg sita bakar musnahkan,"['jabat', 'kapolri', 'lihat', 'video', 'orang', 'rusak', 'fasilitas', 'gini', 'langsung', 'telpon', 'kapolda', 'kapolres', 'pemilik', 'jerat', 'pidana', 'sound', 'horeg', 'sita', 'bakar', 'musnahkan']",jabat kapolri lihat video orang rusak fasilitas gin langsung telpon kapolda kapolres milik jerat pidana sound horeg sita bakar musnah,1
tolong segera ditindak merusak fasilitas umum apa tidak ada hukuman yg begini ini,fasilitas umum,tolong segera ditindak merusak fasilitas umum apa tidak ada hukuman yg begini ini,"['tolong', 'ditindak', 'merusak', 'fasilitas', 'hukuman', 'yg']",tolong tindak rusak fasilitas hukum yg,1
susah akses ke fasilitas umum terutama rumah sakit kalo liburan gpp,fasilitas umum,susah akses ke fasilitas umum terutama rumah sakit kalo liburan gpp,"['susah', 'akses', 'fasilitas', 'rumah', 'sakit', 'kalo', 'liburan', 'gpp']",susah akses fasilitas rumah sakit kalo libur gpp,1
sdm rendah udah ngerusak rumah warga ngerusak jembatan sekarang ngerusak lampu jalan yg jdi fasilitas umum,fasilitas umum,sdm rendah udah ngerusak rumah warga ngerusak jembatan sekarang ngerusak lampu jalan yg jdi fasilitas umum,"['sdm', 'rendah', 'udah', 'ngerusak', 'rumah', 'warga', 'ngerusak', 'jembatan', 'ngerusak', 'lampu', 'jalan', 'yg', 'jdi', 'fasilitas']",sdm rendah udah ngerusak rumah warga ngerusak jembatan ngerusak lampu jalan yg jdi fasilitas,1
warga kebanyakan suka dengan sound horeg kaya gini soal properti atau fasilitas umum dirusak mereka gak peduli yang penting buat mereka adalah kuping mereka menikmati,fasilitas umum,warga kebanyakan suka dengan sound horeg kaya gini soal properti atau fasilitas umum dirusak mereka gak peduli yang penting buat mereka adalah kuping mereka menikmati,"['warga', 'kebanyakan', 'suka', 'sound', 'horeg', 'kaya', 'gini', 'properti', 'fasilitas', 'dirusak', 'gak', 'peduli', 'kuping', 'menikmati']",warga banyak suka sound horeg kaya gin properti fasilitas rusak gak peduli kuping nikmat,1
gw sepakat di laut aja tdk ada halangan jd tdk ngerusak fasilitas umumrumah penduduk silahkan lanjutkan di laut,fasilitas umum,gw sepakat di laut aja tdk ada halangan jd tdk ngerusak fasilitas umumrumah penduduk silahkan lanjutkan di laut,"['gw', 'sepakat', 'laut', 'aja', 'tdk', 'halangan', 'jd', 'tdk', 'ngerusak', 'fasilitas', 'umumrumah', 'penduduk', 'silahkan', 'lanjutkan', 'laut']",gw sepakat laut aja tdk halang jd tdk ngerusak fasilitas umumrumah duduk silah lanjut laut,1
makanya jangan menjanjikan yang enggak enggak terus apakah bakal fokus ke makan gratis aja dari program presiden terpilih padahal uang segitu lebih baik membangun rumah sakit atau pendidikan dan fasilitas umum di wilayah wilayah terpencilplosok plosok,fasilitas umum,makanya jangan menjanjikan yang enggak enggak terus apakah bakal fokus ke makan gratis aja dari program presiden terpilih padahal uang segitu lebih baik membangun rumah sakit atau pendidikan dan fasilitas umum di wilayah wilayah terpencilplosok plosok,"['menjanjikan', 'fokus', 'makan', 'gratis', 'aja', 'program', 'presiden', 'terpilih', 'uang', 'segitu', 'membangun', 'rumah', 'sakit', 'pendidikan', 'fasilitas', 'wilayah', 'wilayah', 'terpencilplosok', 'plosok']",janji fokus makan gratis aja program presiden pilih uang segitu bangun rumah sakit didik fasilitas wilayah wilayah terpencilplosok plosok,1
warga yg membuat tempat usaha di jalan umum jelas salah karena mengganggu fasilitas umum kenapa justru banyak yang menyalahkan sound horeg padahal sound horeg juga usaha warga,fasilitas umum,warga yg membuat tempat usaha di jalan umum jelas salah karena mengganggu fasilitas umum kenapa justru banyak yang menyalahkan sound horeg padahal sound horeg juga usaha warga,"['warga', 'yg', 'usaha', 'jalan', 'salah', 'mengganggu', 'fasilitas', 'menyalahkan', 'sound', 'horeg', 'sound', 'horeg', 'usaha', 'warga']",warga yg usaha jalan salah ganggu fasilitas salah sound horeg sound horeg usaha warga,1
kalo pun darurat juga nggaabisa di benerin mba karna jalanan itu fasilitas umum kita nggaabisa mentingin urusan pribadi kita di banding urusan bersama apalagi sampai mengambil hak orang lain dan juga kendaraan pribadi bukan kendaraan yg harus di prioritaskan,fasilitas umum,kalo pun darurat juga nggaabisa di benerin mba karna jalanan itu fasilitas umum kita nggaabisa mentingin urusan pribadi kita di banding urusan bersama apalagi sampai mengambil hak orang lain dan juga kendaraan pribadi bukan kendaraan yg harus di prioritaskan,"['kalo', 'darurat', 'nggaabisa', 'benerin', 'mba', 'karna', 'jalanan', 'fasilitas', 'nggaabisa', 'mentingin', 'urusan', 'pribadi', 'banding', 'urusan', 'mengambil', 'hak', 'orang', 'kendaraan', 'pribadi', 'kendaraan', 'yg', 'prioritaskan']",kalo darurat nggaabisa benerin mba karna jalan fasilitas nggaabisa mentingin urus pribadi banding urus ambil hak orang kendara pribadi kendara yg prioritas,1
pembangunan ibu kota nusantara dapat memberikan akses yang lebih baik untuk pendidikan kesehatan dan fasilitas umum lainnya yang dapat meningkatkan kualitas hidup masyarakat,fasilitas umum,pembangunan ibu kota nusantara dapat memberikan akses yang lebih baik untuk pendidikan kesehatan dan fasilitas umum lainnya yang dapat meningkatkan kualitas hidup masyarakat,"['pembangunan', 'kota', 'nusantara', 'akses', 'pendidikan', 'kesehatan', 'fasilitas', 'meningkatkan', 'kualitas', 'hidup', 'masyarakat']",bangun kota nusantara akses didik sehat fasilitas tingkat kualitas hidup masyarakat,1
selama ini ga pernah ngeh sampai ngerasain sendiri gimana susahnya akses disabilitas atau berkebutuhan khusus anjir lah fak fasilitas umum disini,fasilitas umum,selama ini ga pernah ngeh sampai ngerasain sendiri gimana susahnya akses disabilitas atau berkebutuhan khusus anjir lah fak fasilitas umum disini,"['ga', 'ngeh', 'ngerasain', 'gimana', 'susahnya', 'akses', 'disabilitas', 'berkebutuhan', 'khusus', 'anjir', 'fak', 'fasilitas']",ga ngeh ngerasain gimana susah akses disabilitas butuh khusus anjir fak fasilitas,1
semoga fasilitas umum terutama di jakarta makin ramah untuk kaum prioritas,fasilitas umum,semoga fasilitas umum terutama di jakarta makin ramah untuk kaum prioritas,"['semoga', 'fasilitas', 'jakarta', 'ramah', 'kaum', 'prioritas']",moga fasilitas jakarta ramah kaum prioritas,1
ini pemdanya kerjanya ngapain aja sih ini jelasjelas polusi suara merusak properti masyarakat ada juga yang ngerusak fasilitas umum kek jembatan kok masih ga ada tindakan apaapa tinggal keluarin larangan aja kek susahnya minta ampun,fasilitas umum,ini pemdanya kerjanya ngapain aja sih ini jelasjelas polusi suara merusak properti masyarakat ada juga yang ngerusak fasilitas umum kek jembatan kok masih ga ada tindakan apaapa tinggal keluarin larangan aja kek susahnya minta ampun,"['pemdanya', 'kerjanya', 'ngapain', 'aja', 'sih', 'jelasjelas', 'polusi', 'suara', 'merusak', 'properti', 'masyarakat', 'ngerusak', 'fasilitas', 'kek', 'jembatan', 'ga', 'tindakan', 'apaapa', 'tinggal', 'keluarin', 'larangan', 'aja', 'kek', 'susahnya', 'ampun']",pemdanya kerja ngapain aja sih jelasjelas polusi suara rusak properti masyarakat ngerusak fasilitas kek jembatan ga tindak apaapa tinggal keluarin larang aja kek susah ampun,1
pemerintah menyediakan fasilitas umum untuk rakyat tugasnya rakyat cuma belajar kerja dan menjaga budaya di negara ini,fasilitas umum,pemerintah menyediakan fasilitas umum untuk rakyat tugasnya rakyat cuma belajar kerja dan menjaga budaya di negara ini,"['pemerintah', 'menyediakan', 'fasilitas', 'rakyat', 'tugasnya', 'rakyat', 'belajar', 'kerja', 'menjaga', 'budaya', 'negara']",perintah sedia fasilitas rakyat tugas rakyat ajar kerja jaga budaya negara,1
